id,source_id,domain,difficulty,question_type,expected_answerable,question,expected_source,reference_answer,expected_answer_keywords,scenario_type,conversation_id,turn_index,depends_on_id
qb_298,qb_024,announcements,medium,factual,True,ขออัปเดต ขั้นตอนขอทรานสคริปต์ออนไลน์ ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_299,qb_025,regulations,medium,procedural,True,หากสอบไม่ผ่าน ต้องทำอย่างไรต่อ,rule_exam;regulation,ให้ยึดระเบียบการสอบฉบับปัจจุบันและคำชี้แจงของกรรมการคุมสอบ/รายวิชาเป็นหลัก,สอบ,user_custom_list,,,
qb_300,qb_026,announcements,medium,verification,True,การลงทะเบียนล่าช้ามีค่าปรับหรือไม่ และคิดอย่างไร,announcement;calendar,การลงทะเบียนล่าช้าต้องยื่นคำร้องตามช่วงเวลาที่กำหนด และอาจมีค่าธรรมเนียมตามประกาศของมหาวิทยาลัย,ลงทะเบียน,user_custom_list,,,
qb_301,qb_027,general,medium,verification,True,สามารถลงเรียนข้าม prerequisite ได้หรือไม่,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_302,qb_028,curriculum,medium,factual,True,CPE 204 มีเนื้อหาเกี่ยวกับอะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 204 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 204,user_custom_list,,,
qb_303,qb_029,announcements,medium,factual,True,ขออัปเดต ช่วง add/drop ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_304,qb_030,regulations,medium,factual,True,ถ้าขาดสอบต้องดำเนินการอย่างไร,rule_exam;regulation,กรณีขาดสอบต้องยื่นคำร้องตามขั้นตอนและเวลาที่กำหนด พร้อมหลักฐานประกอบตามระเบียบ,สอบ,user_custom_list,,,
qb_305,qb_031,general,medium,procedural,True,สามารถขอเปิดวิชาเพิ่มได้หรือไม่ และต้องทำอย่างไร,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_306,qb_032,announcements,medium,factual,True,การเปลี่ยน section ทำได้ในช่วงเวลาใด,announcement;calendar,การเปลี่ยน section ทำได้เฉพาะในช่วงที่ระบบและระเบียบอนุญาต โดยต้องตรวจเงื่อนไขรายวิชาและความจุที่นั่ง,announcements,user_custom_list,,,
qb_307,qb_033,curriculum,medium,factual,True,CPE 207 เน้นทักษะอะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 207 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 207,user_custom_list,,,
qb_308,qb_034,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า กำหนดการลงทะเบียนล่าช้า มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_309,qb_035,regulations,medium,factual,True,การสอบซ่อมมีเงื่อนไขอะไร,rule_exam;regulation,การสอบซ่อมขึ้นกับข้อบังคับรายวิชาและระเบียบมหาวิทยาลัย ต้องตรวจประกาศและเงื่อนไขของรายวิชา/ภาควิชา,สอบ,user_custom_list,,,
qb_310,qb_036,announcements,medium,factual,True,หากลงทะเบียนผิดวิชา ต้องแก้ไขอย่างไร,announcement;calendar,ให้ตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,ลงทะเบียน,user_custom_list,,,
qb_311,qb_037,announcements,medium,verification,True,สามารถลงทะเบียนเกินหน่วยกิตได้หรือไม่,announcement;calendar,ให้ตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,ลงทะเบียน;หน่วยกิต,user_custom_list,,,
qb_312,qb_038,curriculum,medium,factual,True,CPE 210 สอนอะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 210 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 210,user_custom_list,,,
qb_313,qb_039,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า วันสุดท้ายถอนวิชาแบบติด W มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_314,qb_040,announcements,medium,factual,True,การยื่นคำร้องต้องทำผ่านช่องทางใด,announcement;calendar,การยื่นคำร้องให้ทำผ่านช่องทางของงานทะเบียน/ระบบคำร้องตามที่มหาวิทยาลัยประกาศ พร้อมแนบเอกสารให้ครบ,announcements,user_custom_list,,,
qb_315,qb_041,general,medium,factual,True,การลาออกจากรายวิชาทำได้เมื่อไร,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_316,qb_042,announcements,medium,procedural,True,การพักการเรียนต้องทำอย่างไร,announcement;calendar,การพักการเรียนต้องยื่นคำร้องภายในกรอบเวลาที่กำหนดและปฏิบัติตามเงื่อนไขทางวิชาการ/การเงินของมหาวิทยาลัย,announcements,user_custom_list,,,
qb_317,qb_043,curriculum,medium,factual,True,CPE 215 มีเนื้อหาอะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 215 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 215,user_custom_list,,,
qb_318,qb_044,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ค่าธรรมเนียมจัดส่งเอกสารทางไปรษณีย์ มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_319,qb_045,regulations,medium,factual,True,การสอบออนไลน์มีข้อกำหนดอะไร,rule_exam;regulation,การสอบออนไลน์ต้องปฏิบัติตามประกาศการคุมสอบออนไลน์ของรายวิชาและมหาวิทยาลัย เช่น เวลา อุปกรณ์ และความโปร่งใสในการสอบ,สอบ,user_custom_list,,,
qb_320,qb_046,announcements,medium,verification,True,สามารถเปลี่ยนคณะได้หรือไม่,announcement;calendar,การเปลี่ยนคณะขึ้นกับเกณฑ์และช่วงเวลาที่มหาวิทยาลัยกำหนด ต้องตรวจประกาศและยื่นคำร้องตามขั้นตอน,announcements,user_custom_list,,,
qb_321,qb_047,announcements,medium,procedural,True,การขอ transcript ต้องทำอย่างไร,announcement;calendar,การขอ transcript ให้ดำเนินการผ่านระบบงานทะเบียนตามขั้นตอนที่ประกาศ และเลือกวิธีรับเอกสารตามที่สะดวก,announcements,user_custom_list,,,
qb_322,qb_048,curriculum,medium,factual,True,CPE 220 คือวิชาอะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 220 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 220,user_custom_list,,,
qb_323,qb_049,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ค่าประกันอุบัติเหตุนักศึกษา มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_324,qb_050,announcements,medium,procedural,True,หากระบบลงทะเบียนล่มต้องทำอย่างไร,announcement;calendar,หากระบบลงทะเบียนล่ม ให้บันทึกหลักฐานเวลาเกิดเหตุและติดต่อช่องทางช่วยเหลือทางการของงานทะเบียนทันที,ลงทะเบียน,user_custom_list,,,
qb_325,qb_051,announcements,medium,procedural,True,การขอใบรับรองนักศึกษาต้องทำอย่างไร,announcement;calendar,การขอใบรับรองนักศึกษาให้ยื่นผ่านช่องทางของงานทะเบียน และตรวจเวลารับเอกสารตามประกาศล่าสุด,announcements,user_custom_list,,,
qb_326,qb_052,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ประกาศหยุดเรียน/เลื่อนการเรียนการสอน มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_327,qb_053,curriculum,medium,factual,True,CPE 230 มีจุดเด่นอะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 230 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 230,user_custom_list,,,
qb_328,qb_054,announcements,medium,factual,True,ขออัปเดต ช่องทางติดตามประกาศล่าสุดของภาควิชา ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_329,qb_055,general,medium,procedural,True,หากลืมส่งงานต้องทำอย่างไร,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_330,qb_056,general,medium,verification,True,สามารถเรียน summer แทนได้หรือไม่,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_331,qb_057,announcements,medium,factual,True,ขออัปเดต กำหนดการชำระค่าเทอม ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_332,qb_058,curriculum,medium,factual,True,CPE 240 คืออะไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 240 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 240,user_custom_list,,,
qb_333,qb_059,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ช่วงสอบกลางภาคและปลายภาค มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_334,qb_060,regulations,medium,verification,True,หากสอบตกสามารถลงใหม่ได้หรือไม่,rule_exam;regulation,ให้ยึดระเบียบการสอบฉบับปัจจุบันและคำชี้แจงของกรรมการคุมสอบ/รายวิชาเป็นหลัก,สอบ,user_custom_list,,,
qb_335,qb_100,general,medium,procedural,True,หากต้องการเปลี่ยนหัวข้อโปรเจคต้องทำอย่างไร,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_336,qb_120,announcements,medium,factual,True,ขออัปเดต ขั้นตอนขอหนังสือรับรองนักศึกษา ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_337,qb_150,curriculum,medium,factual,True,CPE 300-level แตกต่างจาก 200-level อย่างไร,foe10;curriculum,ข้อมูลของ CPE 300 ควรอ้างอิงจากหลักสูตรและคำอธิบายรายวิชาฉบับล่าสุดเพื่อความถูกต้อง,CPE 300,user_custom_list,,,
qb_338,qb_180,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ขั้นตอนขอทรานสคริปต์ออนไลน์ ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_339,qb_200,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ช่วง add/drop มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_340,qb_220,regulations,medium,factual,True,การสอบปลายภาคมีสัดส่วนคะแนนเท่าไร,rule_exam;regulation,สัดส่วนคะแนนปลายภาคขึ้นกับแผนการวัดผลของแต่ละรายวิชา ให้ยึดเอกสารชี้แจงรายวิชาหรือประกาศผู้สอน,สอบ,user_custom_list,,,
qb_341,qb_240,general,medium,factual,True,ต้องยื่นเอกสารจบเมื่อไร,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_342,qb_250,announcements,medium,procedural,True,ขั้นตอนทั้งหมดตั้งแต่ลงทะเบียนจนจบการศึกษามีอะไรบ้าง,announcement;calendar,ให้ตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,ลงทะเบียน,user_custom_list,,,
